worker_id,production_id,gender,age_group,experience_years,migration_background,caring_responsibilities,role,seniority,contract_type,production_type,is_debut,funding_type,employer_size_proxy,country,n_employers_per_year,working_days,daily_rate,total_pay,fte_equivalent_pay,includes_variable_pay,pay_definition_harmonized
W0061,P006,female,36-45,,national,False,sound_technician,junior,permanent,tv_series,False,private,micro,DE,,38,,7649.4,44286.0,True,True
W0061,P007,female,36-45,14.0,national,False,sound_technician,junior,freelance_cache,documentary,True,public,small,PL,2.0,30,206.69,,45471.8,True,False
W0062,P039,male,26-35,9.0,non_EU,False,director,senior,freelance_cache,feature_film,False,private,small,PT,2.0,40,733.24,29329.6,,True,True
W0062,P012,male,26-35,9.0,non_EU,False,director,junior,fixed_term,tv_series,False,public,micro,NL,1.0,26,468.8,12188.8,103136.0,False,True
W0063,P009,male,36-45,13.0,EU_mobile,False,art_technician,mid,freelance_cache,advertising,False,private,large,FR,7.0,15,,,72903.6,False,True
W0063,P065,male,36-45,13.0,EU_mobile,False,art_technician,lead,fixed_term,advertising,False,private,micro,DE,5.0,11,417.86,4596.46,91929.2,False,False
W0063,P006,male,36-45,13.0,EU_mobile,False,art_technician,junior,freelance_cache,tv_series,False,private,micro,DE,6.0,22,207.05,4555.1,45551.0,False,False
W0063,P027,male,36-45,13.0,EU_mobile,False,art_technician,mid,permanent,feature_film,False,mixed,small,IT,7.0,63,256.6,16165.8,56452.0,True,True
W0063,P003,male,36-45,13.0,EU_mobile,False,art_technician,mid,freelance_cache,documentary,False,public,small,BE,7.0,29,265.53,7700.37,58416.6,False,False
W0064,P026,male,26-35,9.0,national,False,screenwriter,lead,fixed_term,advertising,False,public,medium,FR,2.0,15,569.57,8543.55,125305.4,False,True
W0064,P006,male,26-35,9.0,national,False,screenwriter,lead,fixed_term,tv_series,False,private,micro,DE,4.0,75,707.17,,155577.4,False,True
W0064,P056,male,26-35,9.0,national,False,screenwriter,mid,freelance_cache,short_film,False,private,small,FR,5.0,22,465.42,,102392.4,False,True
W0065,P003,male,36-45,16.0,national,False,editor,mid,freelance_cache,documentary,False,public,small,BE,,30,422.77,12683.1,93009.4,False,False
W0065,P034,male,36-45,16.0,national,False,editor,senior,freelance_cache,advertising,False,public,micro,FR,4.0,8,486.34,3890.72,106994.8,False,False
W0065,P056,male,36-45,16.0,national,False,editor,mid,intermittent,short_film,False,private,small,FR,4.0,18,339.01,6102.18,74582.2,False,True
W0065,P008,male,36-45,16.0,national,False,editor,junior,intermittent,feature_film,False,mixed,medium,DE,3.0,60,347.38,20842.8,76423.6,False,True
W0066,P043,male,56+,29.0,national,False,editor,lead,freelance_cache,tv_series,False,mixed,small,ES,5.0,28,,14818.16,116428.4,False,False
W0066,P037,male,56+,29.0,national,False,editor,senior,intermittent,tv_series,False,private,micro,IT,4.0,71,368.65,26174.15,81103.0,False,True
W0066,P030,male,56+,,national,False,editor,senior,freelance_cache,short_film,False,mixed,micro,PT,7.0,15,442.02,,97244.4,False,True
W0066,P053,male,56+,29.0,national,False,editor,mid,fixed_term,feature_film,False,private,micro,FR,6.0,78,362.02,28237.56,79644.4,False,True
W0066,P059,male,56+,29.0,national,False,editor,mid,freelance_cache,short_film,False,private,medium,IT,7.0,6,387.51,2325.06,85252.2,False,False
W0067,P018,male,36-45,,national,False,director,junior,intermittent,short_film,False,public,large,DE,3.0,8,516.85,4134.8,113707.0,False,True
W0067,P043,male,36-45,19.0,national,False,screenwriter,junior,freelance_cache,tv_series,False,mixed,small,ES,5.0,54,301.74,16293.96,66382.8,False,True
W0067,P022,male,36-45,19.0,national,False,director,junior,permanent,feature_film,False,private,large,NL,3.0,66,432.42,28539.72,95132.4,False,True
W0067,P031,male,36-45,19.0,national,False,director,mid,freelance_cache,short_film,False,private,large,SE,3.0,19,528.41,10039.79,116250.2,False,True
W0068,P003,male,26-35,8.0,national,False,sound_technician,lead,permanent,documentary,False,public,small,BE,3.0,18,533.93,9610.74,117464.6,False,True
W0069,P026,male,56+,30.0,national,False,cinematographer,senior,freelance_cache,advertising,False,public,medium,FR,3.0,8,648.3,5186.4,,False,False
W0070,P033,male,46-55,22.0,national,False,editor,mid,freelance_cache,documentary,True,public,small,NL,2.0,46,,13482.6,64482.0,False,False
W0070,P029,male,46-55,22.0,national,False,editor,mid,freelance_cache,documentary,False,public,medium,BE,4.0,18,315.09,,69319.8,False,False
W0071,P044,male,56+,28.0,EU_mobile,False,art_technician,mid,freelance_cache,documentary,True,private,small,DE,2.0,49,288.83,14152.67,63542.6,False,True
W0071,P014,male,56+,28.0,EU_mobile,False,art_technician,senior,freelance_cache,short_film,False,private,large,RO,4.0,7,357.87,2505.09,78731.4,False,True
W0072,P036,male,36-45,9.0,national,False,cinematographer,mid,freelance_cache,feature_film,True,public,micro,FR,5.0,67,589.41,39490.47,129670.2,False,False
W0072,P025,male,36-45,9.0,national,False,art_technician,lead,freelance_cache,feature_film,False,private,micro,SE,5.0,85,,37623.55,97378.6,False,False
W0072,P040,male,36-45,9.0,national,False,cinematographer,lead,fixed_term,short_film,False,public,medium,DE,4.0,17,817.19,13892.23,179781.8,False,True
W0072,P001,male,36-45,9.0,national,False,cinematographer,senior,freelance_cache,short_film,False,mixed,small,ES,3.0,15,680.62,,149736.4,False,True
W0073,P041,male,36-45,12.0,national,False,sound_technician,mid,freelance_cache,tv_series,False,public,micro,PL,2.0,63,,19991.79,69812.6,False,False
W0074,P035,female,56+,28.0,EU_mobile,False,sound_technician,mid,freelance_cache,advertising,False,private,large,PT,2.0,10,,3365.8,74047.6,True,False
W0074,P036,female,56+,28.0,EU_mobile,False,editor,mid,freelance_cache,feature_film,True,public,micro,FR,,47,,17244.3,,False,False
W0075,P041,female,56+,20.0,national,True,sound_technician,mid,intermittent,tv_series,False,public,micro,PL,4.0,51,285.58,14564.58,62827.6,False,False
W0075,P033,female,56+,20.0,national,True,sound_technician,senior,fixed_term,documentary,True,public,small,NL,4.0,54,338.96,18303.84,,True,True
W0076,P029,female,26-35,7.0,national,False,art_technician,mid,freelance_cache,documentary,False,public,medium,BE,1.0,34,299.95,10198.3,,True,False
W0077,P041,male,36-45,19.0,national,False,screenwriter,senior,intermittent,tv_series,False,public,micro,PL,2.0,68,451.4,30695.2,,False,True
W0078,P051,male,26-35,2.0,EU_mobile,False,composer,senior,fixed_term,documentary,True,mixed,micro,FR,3.0,25,503.98,12599.5,110875.6,True,False
W0079,P056,male,46-55,,EU_mobile,True,sound_technician,mid,fixed_term,short_film,False,private,small,FR,5.0,24,310.39,7449.36,68285.8,False,False
W0079,P036,male,46-55,28.0,EU_mobile,True,sound_technician,mid,fixed_term,feature_film,True,public,micro,FR,4.0,30,358.61,10758.3,78894.2,False,True
W0079,P049,male,46-55,,EU_mobile,True,composer,senior,fixed_term,tv_series,False,private,medium,FR,4.0,57,,34553.97,133366.2,True,False
W0080,P016,female,36-45,17.0,national,False,screenwriter,senior,freelance_cache,feature_film,False,private,large,IT,,77,,34893.32,99695.2,False,True
W0080,P040,female,36-45,17.0,national,False,screenwriter,lead,freelance_cache,short_film,False,public,medium,DE,3.0,21,479.21,,105426.2,True,False
W0080,P019,female,36-45,17.0,national,False,screenwriter,senior,freelance_cache,feature_film,False,private,micro,PL,3.0,69,453.39,31283.91,99745.8,False,True
W0081,P004,female,46-55,15.0,national,False,art_technician,mid,intermittent,documentary,False,private,large,IT,4.0,31,292.15,9056.65,64273.0,False,True
W0081,P028,female,46-55,15.0,national,False,art_technician,junior,fixed_term,documentary,True,mixed,micro,DE,5.0,24,227.33,5455.92,50012.6,True,True
W0081,P044,female,46-55,15.0,national,False,sound_technician,mid,fixed_term,documentary,True,private,small,DE,5.0,56,295.25,16534.0,64955.0,False,True
W0082,P055,male,18-25,0.0,national,True,art_technician,senior,intermittent,tv_series,False,private,small,BE,3.0,42,417.52,17535.84,91854.4,False,True
W0082,P023,male,18-25,0.0,national,True,art_technician,junior,fixed_term,feature_film,False,mixed,small,IT,3.0,74,264.39,19564.86,58165.8,True,True
W0082,P040,male,18-25,0.0,national,True,composer,mid,permanent,short_film,False,public,medium,DE,4.0,9,550.47,4954.23,121103.4,False,False
W0083,P027,male,26-35,,national,False,art_technician,lead,fixed_term,feature_film,False,mixed,small,IT,3.0,31,456.74,14158.94,100482.8,False,True
W0083,P020,male,26-35,5.0,national,False,art_technician,senior,freelance_cache,tv_series,False,private,small,FR,6.0,29,,9353.66,70958.8,False,False
W0083,P062,male,26-35,5.0,national,False,art_technician,lead,freelance_cache,documentary,False,private,micro,BE,5.0,60,447.03,26821.8,98346.6,False,False
W0083,P019,male,26-35,5.0,national,False,art_technician,mid,intermittent,feature_film,False,private,micro,PL,6.0,58,,16376.88,62119.2,False,False
W0084,P047,male,36-45,9.0,national,False,editor,senior,fixed_term,tv_series,False,private,medium,DE,7.0,64,441.47,28254.08,97123.4,False,False
W0084,P016,male,36-45,9.0,national,False,editor,mid,fixed_term,feature_film,False,private,large,IT,7.0,31,351.62,10900.22,77356.4,True,False
W0084,P038,male,36-45,9.0,national,False,editor,lead,fixed_term,short_film,False,mixed,micro,PT,4.0,17,538.43,9153.31,118454.6,False,True
W0084,P037,male,36-45,9.0,national,False,editor,mid,fixed_term,tv_series,False,private,micro,IT,5.0,49,377.56,18500.44,83063.2,False,True
W0084,P059,male,36-45,9.0,national,False,producer,junior,fixed_term,short_film,False,private,medium,IT,,21,536.43,11265.03,118014.6,False,True
W0085,P015,female,36-45,14.0,national,False,sound_technician,senior,freelance_cache,advertising,False,private,small,SE,5.0,19,,8165.82,94551.6,False,True
W0085,P020,female,36-45,14.0,national,False,director,senior,intermittent,tv_series,False,private,small,FR,2.0,66,506.53,33430.98,,False,False
W0085,P043,female,36-45,14.0,national,False,art_technician,mid,freelance_cache,tv_series,False,mixed,small,ES,5.0,78,251.3,19601.4,55286.0,False,True
W0086,P010,male,36-45,17.0,national,False,cinematographer,mid,fixed_term,documentary,False,private,micro,FR,3.0,21,516.22,10840.62,113568.4,False,True
W0086,P008,male,36-45,,national,False,cinematographer,junior,freelance_cache,feature_film,False,mixed,medium,DE,5.0,78,,37377.6,,False,True
W0086,P007,male,36-45,17.0,national,False,cinematographer,senior,permanent,documentary,True,public,small,PL,4.0,48,702.47,33718.56,154543.4,False,True
W0086,P036,male,36-45,17.0,national,False,cinematographer,senior,freelance_cache,feature_film,True,public,micro,FR,5.0,55,652.72,35899.6,143598.4,True,False
W0087,P019,male,26-35,7.0,national,False,cinematographer,mid,freelance_cache,feature_film,False,private,micro,PL,3.0,87,539.47,46933.89,118683.4,False,True
W0087,P035,male,26-35,7.0,national,False,cinematographer,junior,freelance_cache,advertising,False,private,large,PT,5.0,10,440.03,,96806.6,False,True
W0087,P018,male,26-35,7.0,national,False,cinematographer,lead,freelance_cache,short_film,False,public,large,DE,3.0,18,708.73,12757.14,155920.6,False,True
W0087,P023,male,26-35,7.0,national,False,cinematographer,mid,fixed_term,feature_film,False,mixed,small,IT,4.0,47,556.36,26148.92,122399.2,False,True
W0088,P044,male,26-35,,national,False,producer,junior,freelance_cache,documentary,True,private,small,DE,4.0,15,522.07,7831.05,114855.4,True,True
W0088,P050,male,26-35,,national,False,producer,senior,freelance_cache,feature_film,False,private,large,NL,4.0,38,795.37,30224.06,174981.4,True,True
W0088,P010,male,26-35,5.0,national,False,producer,junior,intermittent,documentary,False,private,micro,FR,3.0,21,548.53,11519.13,120676.6,False,False
W0088,P029,male,26-35,5.0,national,False,producer,mid,intermittent,documentary,False,public,medium,BE,,25,600.51,15012.75,,False,False
W0089,P028,male,36-45,9.0,national,False,director,senior,freelance_cache,documentary,True,mixed,micro,DE,2.0,26,779.18,20258.68,171419.6,False,True
W0090,P009,male,36-45,10.0,national,False,sound_technician,senior,freelance_cache,advertising,False,private,large,FR,5.0,4,,1448.68,79677.4,False,False
W0090,P056,male,36-45,10.0,national,False,sound_technician,senior,freelance_cache,short_film,False,private,small,FR,5.0,5,424.79,2123.95,,False,True
W0090,P003,male,36-45,10.0,national,False,sound_technician,mid,freelance_cache,documentary,False,public,small,BE,6.0,32,317.29,10153.28,69803.8,False,False
W0090,P019,male,36-45,10.0,national,False,sound_technician,lead,fixed_term,feature_film,False,private,micro,PL,6.0,49,462.17,22646.33,101677.4,False,True
W0090,P026,male,36-45,10.0,national,False,editor,senior,freelance_cache,advertising,False,public,medium,FR,4.0,15,520.47,7807.05,114503.4,False,True
W0091,P019,male,36-45,14.0,national,False,editor,junior,permanent,feature_film,False,private,micro,PL,3.0,69,305.02,21046.38,67104.4,True,True
W0092,P014,male,36-45,12.0,national,False,art_technician,lead,fixed_term,short_film,False,private,large,RO,3.0,7,369.42,2585.94,81272.4,False,False
W0092,P058,male,36-45,,national,False,art_technician,senior,intermittent,feature_film,False,private,micro,DE,5.0,38,412.68,15681.84,90789.6,False,True
W0092,P012,male,36-45,12.0,national,False,art_technician,senior,fixed_term,tv_series,False,public,micro,NL,3.0,76,308.56,23450.56,67883.2,False,True
W0093,P012,male,36-45,,national,False,screenwriter,junior,permanent,tv_series,False,public,micro,NL,5.0,28,377.52,10570.56,83054.4,True,True
W0093,P028,male,36-45,8.0,national,False,screenwriter,junior,freelance_cache,documentary,True,mixed,micro,DE,3.0,37,295.16,10920.92,64935.2,False,True
W0093,P010,male,36-45,8.0,national,False,screenwriter,mid,intermittent,documentary,False,private,micro,FR,5.0,18,,8913.96,108948.4,False,True
W0093,P005,male,36-45,8.0,national,False,screenwriter,mid,permanent,advertising,False,private,small,ES,3.0,4,352.03,,77446.6,False,True
W0094,P042,male,26-35,3.0,national,False,screenwriter,mid,fixed_term,advertising,False,public,small,ES,3.0,4,,1639.0,90145.0,True,True
W0094,P047,male,26-35,3.0,national,False,director,junior,intermittent,tv_series,False,private,medium,DE,2.0,53,,23392.08,97099.2,False,True
W0094,P012,male,26-35,3.0,national,False,director,junior,freelance_cache,tv_series,False,public,micro,NL,2.0,74,458.53,33931.22,100876.6,True,False
W0095,P052,female,46-55,26.0,national,True,sound_technician,senior,freelance_cache,documentary,False,mixed,medium,NL,4.0,58,334.99,19429.42,73697.8,False,True
W0095,P047,female,46-55,26.0,national,True,sound_technician,junior,fixed_term,tv_series,False,private,medium,DE,1.0,59,224.56,13249.04,49403.2,False,True
W0096,P049,female,26-35,9.0,non_EU,False,composer,mid,fixed_term,tv_series,False,private,medium,FR,5.0,40,421.95,16878.0,,False,False
W0096,P056,female,26-35,9.0,non_EU,False,composer,mid,freelance_cache,short_film,False,private,small,FR,7.0,18,,7838.46,,True,False
W0096,P028,female,26-35,9.0,non_EU,False,composer,senior,intermittent,documentary,True,mixed,micro,DE,6.0,49,461.5,22613.5,101530.0,False,True
W0096,P051,female,26-35,9.0,non_EU,False,composer,mid,freelance_cache,documentary,True,mixed,micro,FR,7.0,52,415.14,21587.28,91330.8,True,True
W0096,P034,female,26-35,9.0,non_EU,False,composer,junior,permanent,advertising,False,public,micro,FR,5.0,17,296.22,5035.74,65168.4,False,True
W0097,P061,male,36-45,,national,False,sound_technician,mid,freelance_cache,tv_series,True,public,small,ES,,47,281.85,13246.95,,False,False
W0098,P035,female,36-45,17.0,national,True,director,junior,fixed_term,advertising,False,private,large,PT,4.0,16,313.89,5022.24,69055.8,True,True
W0098,P002,female,36-45,,national,True,director,senior,freelance_cache,advertising,False,private,micro,IT,3.0,9,496.19,4465.71,109161.8,True,False
W0099,P020,male,36-45,10.0,non_EU,False,sound_technician,lead,freelance_cache,tv_series,False,private,small,FR,6.0,63,517.32,32591.16,113810.4,False,False
W0099,P035,male,36-45,10.0,non_EU,False,sound_technician,mid,freelance_cache,advertising,False,private,large,PT,6.0,12,262.18,,57679.6,False,True
W0099,P027,male,36-45,10.0,non_EU,False,sound_technician,lead,fixed_term,feature_film,False,mixed,small,IT,7.0,88,394.47,34713.36,86783.4,True,True
W0099,P030,male,36-45,10.0,non_EU,False,sound_technician,lead,freelance_cache,short_film,False,mixed,micro,PT,4.0,15,,6730.65,98716.2,False,True
W0099,P021,male,36-45,10.0,non_EU,False,sound_technician,mid,intermittent,tv_series,False,public,micro,FR,,51,280.16,14288.16,61635.2,False,True
W0100,P003,male,26-35,9.0,national,False,editor,junior,freelance_cache,documentary,False,public,small,BE,4.0,51,298.82,15239.82,65740.4,False,True
W0100,P033,male,26-35,9.0,national,False,editor,mid,freelance_cache,documentary,True,public,small,NL,,17,,6269.94,,True,True
W0100,P004,male,26-35,9.0,national,False,editor,mid,fixed_term,documentary,False,private,large,IT,6.0,39,357.31,13935.09,78608.2,False,True
W0100,P051,male,26-35,9.0,national,False,editor,mid,freelance_cache,documentary,True,mixed,micro,FR,4.0,44,316.23,13914.12,69570.6,False,False
W0101,P017,female,26-35,4.0,national,True,editor,senior,freelance_cache,tv_series,False,private,micro,ES,1.0,37,412.51,,,False,False
W0102,P058,male,36-45,19.0,national,False,sound_technician,junior,fixed_term,feature_film,False,private,micro,DE,3.0,40,218.61,8744.4,48094.2,True,False
W0102,P045,male,36-45,19.0,national,False,screenwriter,senior,fixed_term,feature_film,False,private,small,SE,5.0,90,541.35,,119097.0,False,True
W0102,P049,male,36-45,19.0,national,False,screenwriter,mid,freelance_cache,tv_series,False,private,medium,FR,3.0,71,473.61,33626.31,104194.2,False,False
W0102,P009,male,36-45,19.0,national,False,screenwriter,junior,freelance_cache,advertising,False,private,large,FR,3.0,16,308.83,4941.28,67942.6,False,True
W0103,P008,male,36-45,15.0,national,False,sound_technician,junior,permanent,feature_film,False,mixed,medium,DE,6.0,34,273.05,9283.7,60071.0,True,True
W0103,P037,male,36-45,15.0,national,False,screenwriter,junior,freelance_cache,tv_series,False,private,micro,IT,5.0,73,,,73392.0,False,True
W0103,P036,male,36-45,,national,False,screenwriter,junior,fixed_term,feature_film,True,public,micro,FR,6.0,74,331.09,24500.66,,False,True
W0103,P006,male,36-45,15.0,national,False,screenwriter,senior,freelance_cache,tv_series,False,private,micro,DE,5.0,59,,30516.57,113790.6,False,True
W0103,P016,male,36-45,15.0,national,False,screenwriter,junior,freelance_cache,feature_film,False,private,large,IT,,82,,,67718.2,True,True
W0104,P035,male,36-45,16.0,national,False,director,junior,permanent,advertising,False,private,large,PT,1.0,13,430.13,5591.69,94628.6,True,False
W0105,P029,male,46-55,20.0,non_EU,False,editor,mid,fixed_term,documentary,False,public,medium,BE,4.0,52,398.21,20706.92,87606.2,False,False
W0105,P057,male,46-55,20.0,non_EU,False,editor,senior,intermittent,documentary,False,mixed,micro,DE,5.0,60,416.76,25005.6,91687.2,True,True
W0105,P046,male,46-55,,non_EU,False,editor,senior,permanent,feature_film,False,private,small,NL,2.0,82,376.96,30910.72,,False,True
W0106,P057,female,36-45,14.0,national,True,art_technician,lead,freelance_cache,documentary,False,mixed,micro,DE,2.0,24,392.97,,86453.4,True,True
W0106,P060,female,36-45,,national,True,art_technician,mid,freelance_cache,advertising,False,mixed,medium,SE,4.0,6,264.4,1586.4,58168.0,False,True
W0106,P011,female,36-45,14.0,national,True,art_technician,lead,fixed_term,tv_series,False,public,medium,NL,2.0,64,371.88,23800.32,,False,True
W0107,P051,male,36-45,13.0,national,False,producer,mid,freelance_cache,documentary,True,mixed,micro,FR,1.0,58,710.42,41204.36,156292.4,False,True
W0108,P040,male,36-45,,national,False,director,lead,fixed_term,short_film,False,public,medium,DE,4.0,17,947.77,16112.09,208509.4,False,True
W0108,P029,male,36-45,,national,False,director,senior,permanent,documentary,False,public,medium,BE,3.0,15,,10587.6,155284.8,False,True
W0109,P043,male,46-55,23.0,non_EU,False,director,mid,freelance_cache,tv_series,False,mixed,small,ES,3.0,77,657.17,50602.09,144577.4,True,True
W0110,P034,male,56+,32.0,national,False,editor,junior,fixed_term,advertising,False,public,micro,FR,2.0,15,263.56,3953.4,57983.2,False,False
W0111,P063,male,26-35,6.0,national,False,sound_technician,junior,permanent,feature_film,False,mixed,large,RO,2.0,61,241.36,14722.96,53099.2,True,False
W0111,P050,male,26-35,6.0,national,False,screenwriter,mid,freelance_cache,feature_film,False,private,large,NL,5.0,72,483.47,34809.84,106363.4,False,False
W0111,P030,male,26-35,6.0,national,False,sound_technician,junior,freelance_cache,short_film,False,mixed,micro,PT,2.0,25,231.36,5784.0,50899.2,True,True
W0112,P018,male,56+,33.0,national,False,composer,senior,fixed_term,short_film,False,public,large,DE,4.0,13,608.66,7912.58,133905.2,False,True
W0112,P008,male,56+,33.0,national,False,composer,mid,fixed_term,feature_film,False,mixed,medium,DE,3.0,43,,15399.16,,False,True
W0112,P057,male,56+,33.0,national,False,composer,senior,freelance_cache,documentary,False,mixed,micro,DE,2.0,39,577.96,22540.44,,False,False
W0113,P004,male,26-35,4.0,national,False,sound_technician,senior,fixed_term,documentary,False,private,large,IT,3.0,35,368.31,12890.85,81028.2,False,False
W0113,P024,male,26-35,4.0,national,False,sound_technician,mid,freelance_cache,documentary,True,private,large,RO,4.0,15,291.56,4373.4,,False,False
W0114,P033,male,56+,20.0,national,False,art_technician,senior,fixed_term,documentary,True,public,small,NL,2.0,43,355.34,15279.62,78174.8,True,True
W0114,P011,male,56+,20.0,national,False,art_technician,mid,fixed_term,tv_series,False,public,medium,NL,3.0,51,377.69,19262.19,83091.8,False,True
W0115,P036,male,46-55,19.0,EU_mobile,True,director,mid,permanent,feature_film,True,public,micro,FR,1.0,41,684.79,28076.39,150653.8,False,False
W0116,P024,female,26-35,10.0,national,False,producer,mid,fixed_term,documentary,True,private,large,RO,3.0,36,633.95,22822.2,139469.0,False,False
W0116,P048,female,26-35,10.0,national,False,producer,mid,fixed_term,tv_series,False,private,medium,ES,4.0,50,598.1,29905.0,131582.0,True,False
W0116,P001,female,26-35,10.0,national,False,composer,senior,freelance_cache,short_film,False,mixed,small,ES,4.0,9,472.65,,103983.0,False,True
W0116,P037,female,26-35,10.0,national,False,producer,mid,fixed_term,tv_series,False,private,micro,IT,4.0,41,757.45,31055.45,166639.0,True,True
W0117,P011,male,46-55,21.0,national,False,screenwriter,lead,fixed_term,tv_series,False,public,medium,NL,1.0,60,600.64,36038.4,132140.8,True,True
W0117,P038,male,46-55,21.0,national,False,sound_technician,mid,freelance_cache,short_film,False,mixed,micro,PT,4.0,18,,4350.96,53178.4,False,True
W0118,P016,male,18-25,4.0,national,False,composer,mid,freelance_cache,feature_film,False,private,large,IT,6.0,90,509.33,45839.7,112052.6,False,True
W0118,P057,male,18-25,4.0,national,False,composer,mid,freelance_cache,documentary,False,mixed,micro,DE,5.0,16,424.23,6787.68,,False,True
W0118,P049,male,18-25,4.0,national,False,composer,senior,freelance_cache,tv_series,False,private,medium,FR,,20,558.34,11166.8,122834.8,True,True
W0118,P045,male,18-25,4.0,national,False,composer,mid,freelance_cache,feature_film,False,private,small,SE,6.0,77,,36755.18,,True,True
W0118,P026,male,18-25,4.0,national,False,composer,mid,fixed_term,advertising,False,public,medium,FR,7.0,14,,6137.46,96445.8,True,True
W0119,P050,male,46-55,24.0,national,False,director,senior,freelance_cache,feature_film,False,private,large,NL,4.0,74,,,149703.4,False,False
W0119,P061,male,46-55,24.0,national,False,director,mid,freelance_cache,tv_series,True,public,small,ES,4.0,39,517.37,20177.43,113821.4,False,False
W0119,P065,male,46-55,24.0,national,False,director,junior,permanent,advertising,False,private,micro,DE,,5,536.58,2682.9,118047.6,False,True
W0120,P014,male,26-35,8.0,national,False,producer,senior,permanent,short_film,False,private,large,RO,6.0,14,,12305.86,193377.8,False,False
W0120,P065,male,26-35,,national,False,producer,junior,freelance_cache,advertising,False,private,micro,DE,7.0,14,540.18,7562.52,118839.6,True,False
W0120,P044,male,26-35,8.0,national,False,producer,senior,freelance_cache,documentary,True,private,small,DE,4.0,24,824.2,,181324.0,False,True
W0120,P062,male,26-35,8.0,national,False,cinematographer,senior,fixed_term,documentary,False,private,micro,BE,7.0,29,,23350.51,177141.8,False,True
W0120,P017,male,26-35,8.0,national,False,producer,senior,freelance_cache,tv_series,False,private,micro,ES,7.0,65,912.6,59319.0,200772.0,False,True
W0121,P042,male,26-35,8.0,national,False,screenwriter,senior,fixed_term,advertising,False,public,small,ES,3.0,7,495.99,,109117.8,False,True
W0121,P058,male,26-35,8.0,national,False,screenwriter,mid,freelance_cache,feature_film,False,private,micro,DE,4.0,41,399.9,16395.9,,False,False
W0121,P005,male,26-35,8.0,national,False,screenwriter,lead,fixed_term,advertising,False,private,small,ES,4.0,15,657.53,9862.95,144656.6,False,False
W0121,P027,male,26-35,8.0,national,False,screenwriter,mid,fixed_term,feature_film,False,mixed,small,IT,5.0,48,,19631.04,89975.6,True,True
W0122,P029,male,26-35,2.0,national,False,sound_technician,lead,freelance_cache,documentary,False,public,medium,BE,4.0,57,,21166.38,81694.8,False,False
W0122,P042,male,26-35,2.0,national,False,sound_technician,junior,fixed_term,advertising,False,public,small,ES,2.0,9,273.77,2463.93,60229.4,False,True
W0123,P062,male,46-55,26.0,national,False,editor,mid,fixed_term,documentary,False,private,micro,BE,4.0,46,359.72,16547.12,79138.4,False,True
W0123,P044,female,46-55,26.0,national,False,art_technician,mid,freelance_cache,documentary,True,private,small,DE,5.0,27,,6981.12,,False,True
W0123,P041,male,46-55,26.0,national,False,editor,lead,intermittent,tv_series,False,public,micro,PL,,27,479.24,12939.48,105432.8,False,True
W0123,P004,male,46-55,26.0,national,False,editor,junior,freelance_cache,documentary,False,private,large,IT,4.0,46,301.32,13860.72,66290.4,False,True
W0124,P046,female,26-35,7.0,national,True,editor,mid,permanent,feature_film,False,private,small,NL,2.0,82,326.93,26808.26,71924.6,True,True
W0124,P056,female,26-35,7.0,national,True,editor,junior,intermittent,short_film,False,private,small,FR,4.0,20,260.17,5203.4,,False,False
W0125,P051,male,36-45,19.0,national,False,director,mid,freelance_cache,documentary,True,mixed,micro,FR,2.0,60,684.76,41085.6,150647.2,False,True
W0126,P016,male,26-35,5.0,EU_mobile,False,producer,senior,fixed_term,feature_film,False,private,large,IT,2.0,40,852.47,34098.8,187543.4,False,False
W0126,P028,male,26-35,,EU_mobile,False,sound_technician,mid,fixed_term,documentary,True,mixed,micro,DE,1.0,26,336.3,8743.8,73986.0,True,True
W0127,P011,male,36-45,20.0,national,False,producer,mid,freelance_cache,tv_series,False,public,medium,NL,4.0,41,694.1,28458.1,,False,True
W0127,P029,male,36-45,20.0,national,False,producer,mid,fixed_term,documentary,False,public,medium,BE,,30,760.13,22803.9,167228.6,False,True
W0128,P040,female,26-35,,national,False,screenwriter,mid,freelance_cache,short_film,False,public,medium,DE,1.0,10,428.08,,,False,True
W0129,P027,male,46-55,24.0,national,False,screenwriter,mid,intermittent,feature_film,False,mixed,small,IT,,85,534.71,,117636.2,False,True
W0130,P038,male,46-55,27.0,non_EU,False,art_technician,junior,permanent,short_film,False,mixed,micro,PT,5.0,16,191.17,3058.72,42057.4,False,True
W0130,P041,male,46-55,27.0,non_EU,False,art_technician,mid,fixed_term,tv_series,False,public,micro,PL,5.0,31,259.73,,,False,True
W0130,P019,male,46-55,27.0,non_EU,False,director,lead,freelance_cache,feature_film,False,private,micro,PL,6.0,82,823.9,67559.8,181258.0,False,True
W0130,P014,male,46-55,27.0,non_EU,False,art_technician,senior,freelance_cache,short_film,False,private,large,RO,4.0,20,368.9,7378.0,81158.0,False,True
W0130,P009,male,46-55,27.0,non_EU,False,art_technician,mid,permanent,advertising,False,private,large,FR,4.0,17,262.6,4464.2,57772.0,True,True
W0131,P036,male,26-35,,non_EU,False,composer,lead,intermittent,feature_film,True,public,micro,FR,2.0,90,,57709.8,141068.4,False,True
W0131,P042,male,26-35,5.0,non_EU,False,screenwriter,junior,fixed_term,advertising,False,public,small,ES,5.0,15,380.38,,83683.6,False,True
W0131,P049,male,26-35,5.0,non_EU,False,screenwriter,senior,freelance_cache,tv_series,False,private,medium,FR,3.0,31,480.47,14894.57,,False,True
